home_team,away_team,home_result,away_result,date,round,city,edition
FRG (BRD / Westdeutschland),Netherlands (Nederland),2.0,1.0,1974-01-01,_FINAL,München,1974
Upper Volta (Haute-Volta),Ivory Coast (Côte d'Ivoire),1.0,1.0,1976-01-01,PRELIMINARY-Africa,Ouagadougou,1976
Iceland (Ísland),Belgium (België),0.0,1.0,1976-01-01,PRELIMINARY-Europe,Reykjavík,1976
Iceland (Ísland),Netherlands (Nederland),0.0,1.0,1976-01-01,PRELIMINARY-Europe,Reykjavík,1976
Norway (Norge),Switzerland (Schweiz / Suisse),1.0,0.0,1976-01-01,PRELIMINARY-Europe,Oslo,1976
Barbados,Trinidad and Tobago,1.0,3.0,1976-01-01,PRELIMINARY-N/C.America,Bridgetown,1976
Panama (Panamá),Guatemala,2.0,4.0,1976-01-01,PRELIMINARY-N/C.America,Panamá,1976
Finland (Suomi),Luxembourg (Lëtzebuerg),7.0,1.0,1976-01-01,PRELIMINARY-Europe,Helsinki,1976
Canada,USA,1.0,1.0,1976-01-01,PRELIMINARY-N/C.America,Vancouver,1976
Guatemala,Panama (Panamá),7.0,0.0,1976-01-01,PRELIMINARY-N/C.America,Guatemala,1976
Ivory Coast (Côte d'Ivoire),Upper Volta (Haute-Volta),2.0,0.0,1976-01-01,PRELIMINARY-Africa,Abidjan,1976
USA,Mexico (México),0.0,0.0,1976-01-01,PRELIMINARY-N/C.America,Los Angeles,1976
Bulgaria (България),France,2.0,2.0,1976-01-01,PRELIMINARY-Europe,Sofija,1976
Switzerland (Schweiz / Suisse),Sweden (Sverige),1.0,2.0,1976-01-01,PRELIMINARY-Europe,Basel,1976
Greece (Ελλάδα),Hungary (Magyarország),1.0,1.0,1976-01-01,PRELIMINARY-Europe,Athína,1976
Spain (España),Yugoslavia (Југославија),1.0,0.0,1976-01-01,PRELIMINARY-Europe,Sevilla,1976
Canada,Mexico (México),1.0,0.0,1976-01-01,PRELIMINARY-N/C.America,Vancouver,1976
Ghana,Guinea (Guinée),2.0,1.0,1976-01-01,PRELIMINARY-Africa,Accra,1976
England,Finland (Suomi),2.0,1.0,1976-01-01,PRELIMINARY-Europe,London,1976
Netherlands (Nederland),Northern Ireland (Ulster),2.0,2.0,1976-01-01,PRELIMINARY-Europe,Rotterdam,1976
Czechoslovakia (Československo),Scotland,2.0,0.0,1976-01-01,PRELIMINARY-Europe,Praha,1976
Mexico (México),USA,3.0,0.0,1976-01-01,PRELIMINARY-N/C.America,Puebla,1976
Portugal,Poland (Polska),0.0,2.0,1976-01-01,PRELIMINARY-Europe,Porto,1976
Luxembourg (Lëtzebuerg),Italy (Italia),1.0,4.0,1976-01-01,PRELIMINARY-Europe,Luxembourg,1976
Sierra Leone,Nigeria,0.0,0.0,1976-01-01,PRELIMINARY-Africa,Freetown,1976
Togo,Senegal (Sénégal),1.0,0.0,1976-01-01,PRELIMINARY-Africa,Lomé,1976
Congo,Cameroon (Cameroun),2.0,2.0,1976-01-01,PRELIMINARY-Africa,Brazzaville,1976
USA,Canada,2.0,0.0,1976-01-01,PRELIMINARY-N/C.America,Seattle,1976
Denmark (Danmark),Cyprus (Κύπρος),5.0,0.0,1976-01-01,PRELIMINARY-Europe,København,1976
Mexico (México),Canada,0.0,0.0,1976-01-01,PRELIMINARY-N/C.America,Toluca,1976
Egypt (مصر),Ethiopia (ኢትዮጵያ),3.0,0.0,1976-01-01,PRELIMINARY-Africa,Cairo,1976
Nigeria,Sierra Leone,6.0,2.0,1976-01-01,PRELIMINARY-Africa,Lagos,1976
Poland (Polska),Cyprus (Κύπρος),5.0,0.0,1976-01-01,PRELIMINARY-Europe,Warszawa,1976
Turkey (Türkiye),Malta,4.0,0.0,1976-01-01,PRELIMINARY-Europe,İzmir,1976
Senegal (Sénégal),Togo,1.0,1.0,1976-01-01,PRELIMINARY-Africa,Dakar,1976
Guinea (Guinée),Ghana,2.0,1.0,1976-01-01,PRELIMINARY-Africa,Conakry,1976
Cameroon (Cameroun),Congo,0.0,2.0,1976-01-01,PRELIMINARY-Africa,Yaoundé,1976
Belgium (België),Northern Ireland (Ulster),2.0,0.0,1976-01-01,PRELIMINARY-Europe,Liège,1976
Saudi Arabia (العربية السعودية),Syria (سوريا),2.0,0.0,1976-01-01,PRELIMINARY-As./O.,Jeddah,1976
Surinam (Suriname),Trinidad and Tobago,1.0,1.0,1976-01-01,PRELIMINARY-N/C.America,Paramaribo,1976
Ethiopia (ኢትዮጵያ),Egypt (مصر),1.0,2.0,1976-01-01,PRELIMINARY-Africa,Addis Ababa,1976
Portugal,Denmark (Danmark),1.0,0.0,1976-01-01,PRELIMINARY-Europe,Lisboa,1976
Italy (Italia),England,2.0,0.0,1976-01-01,PRELIMINARY-Europe,Roma,1976
GDR (DDR / Ostdeutschland),Turkey (Türkiye),1.0,1.0,1976-01-01,PRELIMINARY-Europe,Dresden,1976
France,Ireland (Éire),2.0,0.0,1976-01-01,PRELIMINARY-Europe,Paris,1976
Scotland,Wales (Cymru),1.0,0.0,1976-01-01,PRELIMINARY-Europe,Glasgow,1976
Syria (سوريا),Saudi Arabia (العربية السعودية),2.0,1.0,1976-01-01,PRELIMINARY-As./O.,Damascus,1976
Trinidad and Tobago,Surinam (Suriname),2.0,2.0,1976-01-01,PRELIMINARY-N/C.America,Port_of_Spain,1976
Cuba,Haiti (Haïti),1.0,1.0,1976-01-01,PRELIMINARY-N/C.America,La_Habana,1976
El Salvador,Costa Rica,1.0,1.0,1976-01-01,PRELIMINARY-N/C.America,San_Salvador,1976
Cyprus (Κύπρος),Portugal,1.0,2.0,1976-01-01,PRELIMINARY-Europe,Lemesós,1976
Malta,Austria (Österreich),0.0,1.0,1976-01-01,PRELIMINARY-Europe,Valletta,1976
Sierra Leone,Niger,5.0,1.0,1976-01-01,PRELIMINARY-Africa,Freetown,1976
Upper Volta (Haute-Volta),Mauritania (موريتانيا),1.0,1.0,1976-01-01,PRELIMINARY-Africa,Ouagadougou,1976
Niger,Sierra Leone,2.0,1.0,1976-01-01,PRELIMINARY-Africa,Niamey,1976
Mauritania (موريتانيا),Upper Volta (Haute-Volta),0.0,2.0,1976-01-01,PRELIMINARY-Africa,Nouakchott,1976
Algeria (الجزائر),Libya (ليبيا),1.0,0.0,1976-01-01,PRELIMINARY-Africa,Algiers,1976
Dominican Republic (República Dominicana),Haiti (Haïti),0.0,3.0,1976-01-01,PRELIMINARY-N/C.America,Santo Domingo,1976
Panama (Panamá),Costa Rica,3.0,2.0,1976-01-01,PRELIMINARY-N/C.America,Panamá,1976
Libya (ليبيا),Algeria (الجزائر),0.0,0.0,1976-01-01,PRELIMINARY-Africa,Tripoli,1976
Haiti (Haïti),Dominican Republic (República Dominicana),3.0,0.0,1976-01-01,PRELIMINARY-N/C.America,Port-au-Prince,1976
Panama (Panamá),El Salvador,1.0,1.0,1976-01-01,PRELIMINARY-N/C.America,Panamá,1976
Zambia,Malawi (Malaŵi),4.0,0.0,1976-01-01,PRELIMINARY-Africa,Lusaka,1976
Cyprus (Κύπρος),Denmark (Danmark),1.0,5.0,1976-01-01,PRELIMINARY-Europe,Lemesós,1976
Malawi (Malaŵi),Zambia,0.0,1.0,1976-01-01,PRELIMINARY-Africa,Blantyre,1976
Finland (Suomi),England,1.0,4.0,1976-01-01,PRELIMINARY-Europe,Helsinki,1976
Sweden (Sverige),Norway (Norge),2.0,0.0,1976-01-01,PRELIMINARY-Europe,Stockholm,1976
Guyana,Surinam (Suriname),2.0,0.0,1976-01-01,PRELIMINARY-N/C.America,Georgetown,1976
Costa Rica,Panama (Panamá),3.0,0.0,1976-01-01,PRELIMINARY-N/C.America,San_José,1976
Dutch Antilles (Nederlandse Antillen),Haiti (Haïti),1.0,2.0,1976-01-01,PRELIMINARY-N/C.America,Oranjestad,1976
El Salvador,Panama (Panamá),4.0,1.0,1976-01-01,PRELIMINARY-N/C.America,San_Salvador,1976
Haiti (Haïti),Dutch Antilles (Nederlandse Antillen),7.0,0.0,1976-01-01,PRELIMINARY-N/C.America,Port-au-Prince,1976
Barbados,Trinidad and Tobago,2.0,1.0,1976-01-01,PRELIMINARY-N/C.America,Bridgetown,1976
Jamaica,Cuba,1.0,3.0,1976-01-01,PRELIMINARY-N/C.America,Kingston,1976
Surinam (Suriname),Guyana,3.0,0.0,1976-01-01,PRELIMINARY-N/C.America,Paramaribo,1976
Cuba,Jamaica,2.0,0.0,1976-01-01,PRELIMINARY-N/C.America,La_Habana,1976
Trinidad and Tobago,Barbados,1.0,0.0,1976-01-01,PRELIMINARY-N/C.America,Port_of_Spain,1976
Costa Rica,Guatemala,0.0,0.0,1976-01-01,PRELIMINARY-N/C.America,San_José,1976
Guatemala,El Salvador,3.0,1.0,1976-01-01,PRELIMINARY-N/C.America,Guatemala,1976
Haiti (Haïti),Cuba,1.0,1.0,1976-01-01,PRELIMINARY-N/C.America,Port-au-Prince,1976
Guatemala,Costa Rica,1.0,1.0,1976-01-01,PRELIMINARY-N/C.America,Guatemala,1976
Morocco (المغرب),Tunisia (تونس),1.0,1.0,1976-01-01,PRELIMINARY-Africa,Casablanca,1976
Costa Rica,El Salvador,1.0,1.0,1976-01-01,PRELIMINARY-N/C.America,San_José,1976
Surinam (Suriname),Trinidad and Tobago,3.0,2.0,1976-01-01,PRELIMINARY-N/C.America,Cayenne,1976
El Salvador,Guatemala,2.0,0.0,1976-01-01,PRELIMINARY-N/C.America,San_Salvador,1976
Canada,USA,3.0,0.0,1976-01-01,PRELIMINARY-N/C.America,Port-au-Prince,1976
Haiti (Haïti),Cuba,2.0,0.0,1976-01-01,PRELIMINARY-N/C.America,Panamá,1976
Saudi Arabia (العربية السعودية),Iran (ایران),0.0,3.0,1977-01-01,PRELIMINARY-As./O.,Riyadh,1977
Tunisia (تونس),Morocco (المغرب),1.0,1.0,1977-01-01,PRELIMINARY-Africa,Tunis,1977
Guinea (Guinée),Ghana,2.0,0.0,1977-01-01,PRELIMINARY-Africa,Lomé,1977
Syria (سوريا),Iran (ایران),0.0,1.0,1977-01-01,PRELIMINARY-As./O.,Damascus,1977
Tunisia (تونس),Algeria (الجزائر),2.0,0.0,1977-01-01,PRELIMINARY-Africa,Tunis,1977
Kenya,Egypt (مصر),0.0,0.0,1977-01-01,PRELIMINARY-Africa,Nairobi,1977
Venezuela,Uruguay,1.0,1.0,1977-01-01,PRELIMINARY-S.America,Caracas,1977
Togo,Guinea (Guinée),0.0,2.0,1977-01-01,PRELIMINARY-Africa,Lomé,1977
Ivory Coast (Côte d'Ivoire),Congo,3.0,2.0,1977-01-01,PRELIMINARY-Africa,Bouaké,1977
Uganda,Zambia,1.0,0.0,1977-01-01,PRELIMINARY-Africa,Kampala,1977
Colombia,Brazil (Brasil),0.0,0.0,1977-01-01,PRELIMINARY-S.America,Bogotá,1977
Ecuador,Peru (Perú),1.0,1.0,1977-01-01,PRELIMINARY-S.America,Quito,1977
Colombia,Paraguay,0.0,1.0,1977-01-01,PRELIMINARY-S.America,Bogotá,1977
Bolivia,Uruguay,1.0,0.0,1977-01-01,PRELIMINARY-S.America,La_Paz,1977
Ecuador,Chile,0.0,1.0,1977-01-01,PRELIMINARY-S.America,Guayaquil,1977
Guinea (Guinée),Togo,2.0,1.0,1977-01-01,PRELIMINARY-Africa,Conakry,1977
Congo,Ivory Coast (Côte d'Ivoire),1.0,3.0,1977-01-01,PRELIMINARY-Africa,Brazzaville,1977
Egypt (مصر),Kenya,1.0,0.0,1977-01-01,PRELIMINARY-Africa,Cairo,1977
Zambia,Uganda,4.0,2.0,1977-01-01,PRELIMINARY-Africa,Ndola,1977
Singapore (新加坡),Thailand (ประเทศไทย),2.0,0.0,1977-01-01,PRELIMINARY-As./O.,Singapore,1977
Israel (ישראל),South Korea (한국),0.0,0.0,1977-01-01,PRELIMINARY-As./O.,Tel Aviv,1977
Algeria (الجزائر),Tunisia (تونس),1.0,1.0,1977-01-01,PRELIMINARY-Africa,Algiers,1977
Hong Kong (香港),Indonesia,4.0,1.0,1977-01-01,PRELIMINARY-As./O.,Singapore,1977
Malaysia (مليسيا),Thailand (ประเทศไทย),6.0,4.0,1977-01-01,PRELIMINARY-As./O.,Singapore,1977
Singapore (新加坡),Hong Kong (香港),2.0,2.0,1977-01-01,PRELIMINARY-As./O.,Singapore,1977
Indonesia,Malaysia (مليسيا),0.0,0.0,1977-01-01,PRELIMINARY-As./O.,Singapore,1977
Hong Kong (香港),Thailand (ประเทศไทย),2.0,1.0,1977-01-01,PRELIMINARY-As./O.,Singapore,1977
Paraguay,Colombia,1.0,1.0,1977-01-01,PRELIMINARY-S.America,Asunción,1977
Venezuela,Bolivia,1.0,3.0,1977-01-01,PRELIMINARY-S.America,Caracas,1977
Chile,Peru (Perú),1.0,1.0,1977-01-01,PRELIMINARY-S.America,Santiago,1977
Singapore (新加坡),Malaysia (مليسيا),1.0,0.0,1977-01-01,PRELIMINARY-As./O.,Singapore,1977
Israel (ישראל),Japan (日本),2.0,0.0,1977-01-01,PRELIMINARY-As./O.,Tel Aviv,1977
Thailand (ประเทศไทย),Indonesia,3.0,2.0,1977-01-01,PRELIMINARY-As./O.,Singapore,1977
Hong Kong (香港),Malaysia (مليسيا),1.0,1.0,1977-01-01,PRELIMINARY-As./O.,Singapore,1977
Brazil (Brasil),Colombia,6.0,0.0,1977-01-01,PRELIMINARY-S.America,Rio de Janeiro,1977
Indonesia,Singapore (新加坡),4.0,0.0,1977-01-01,PRELIMINARY-As./O.,Singapore,1977
Japan (日本),Israel (ישראל),0.0,2.0,1977-01-01,PRELIMINARY-As./O.,Tel Aviv,1977
Bahrain (البحرين),Kuwait (الكويت),0.0,2.0,1977-01-01,PRELIMINARY-As./O.,Doha,1977
Peru (Perú),Ecuador,4.0,0.0,1977-01-01,PRELIMINARY-S.America,Lima,1977
Hong Kong (香港),Singapore (新加坡),1.0,0.0,1977-01-01,PRELIMINARY-As./O.,Singapore,1977
Paraguay,Brazil (Brasil),0.0,1.0,1977-01-01,PRELIMINARY-S.America,Asunción,1977
Bolivia,Venezuela,2.0,0.0,1977-01-01,PRELIMINARY-S.America,La_Paz,1977
Qatar (قطر),Bahrain (البحرين),2.0,0.0,1977-01-01,PRELIMINARY-As./O.,Doha,1977
Australia,Taiwan (台湾),3.0,0.0,1977-01-01,PRELIMINARY-As./O.,Ba,1977
Qatar (قطر),Kuwait (الكويت),0.0,2.0,1977-01-01,PRELIMINARY-As./O.,Doha,1977
Taiwan (台湾),Australia,1.0,2.0,1977-01-01,PRELIMINARY-As./O.,Ba,1977
Uruguay,Venezuela,2.0,0.0,1977-01-01,PRELIMINARY-S.America,Montevideo,1977
Kuwait (الكويت),Bahrain (البحرين),2.0,1.0,1977-01-01,PRELIMINARY-As./O.,Doha,1977
Bahrain (البحرين),Qatar (قطر),3.0,0.0,1977-01-01,PRELIMINARY-As./O.,Doha,1977
Brazil (Brasil),Paraguay,1.0,1.0,1977-01-01,PRELIMINARY-S.America,Rio de Janeiro,1977
Chile,Ecuador,3.0,0.0,1977-01-01,PRELIMINARY-S.America,Santiago,1977
South Korea (한국),Israel (ישראל),3.0,1.0,1977-01-01,PRELIMINARY-As./O.,Seoul,1977
New Zealand (Aotearoa),Taiwan (台湾),6.0,0.0,1977-01-01,PRELIMINARY-As./O.,Auckland,1977
Kuwait (الكويت),Qatar (قطر),4.0,1.0,1977-01-01,PRELIMINARY-As./O.,Doha,1977
Taiwan (台湾),New Zealand (Aotearoa),0.0,6.0,1977-01-01,PRELIMINARY-As./O.,Auckland,1977
Belgium (België),Netherlands (Nederland),0.0,2.0,1977-01-01,PRELIMINARY-Europe,Antwerpen,1977
Peru (Perú),Chile,2.0,0.0,1977-01-01,PRELIMINARY-S.America,Lima,1977
Japan (日本),South Korea (한국),0.0,0.0,1977-01-01,PRELIMINARY-As./O.,Tokyo,1977
Uruguay,Bolivia,2.0,2.0,1977-01-01,PRELIMINARY-S.America,Montevideo,1977
Australia,New Zealand (Aotearoa),3.0,1.0,1977-01-01,PRELIMINARY-As./O.,Sydney,1977
England,Luxembourg (Lëtzebuerg),5.0,0.0,1977-01-01,PRELIMINARY-Europe,London,1977
Ireland (Éire),France,1.0,0.0,1977-01-01,PRELIMINARY-Europe,Dublin,1977
Wales (Cymru),Czechoslovakia (Československo),3.0,0.0,1977-01-01,PRELIMINARY-Europe,Wrexham,1977
New Zealand (Aotearoa),Australia,1.0,1.0,1977-01-01,PRELIMINARY-As./O.,Auckland,1977
Malta,GDR (DDR / Ostdeutschland),0.0,1.0,1977-01-01,PRELIMINARY-Europe,Valletta,1977
South Korea (한국),Japan (日本),1.0,0.0,1977-01-01,PRELIMINARY-As./O.,Seoul,1977
Iran (ایران),Syria (سوريا),2.0,0.0,1977-01-01,PRELIMINARY-As./O.,Shiraz,1977
Romania (România),Spain (España),1.0,0.0,1977-01-01,PRELIMINARY-Europe,Bucureşti,1977
Austria (Österreich),Turkey (Türkiye),1.0,0.0,1977-01-01,PRELIMINARY-Europe,Wien,1977
Iran (ایران),Saudi Arabia (العربية السعودية),2.0,0.0,1977-01-01,PRELIMINARY-As./O.,Shiraz,1977
Soviet Union (СССР),Greece (Ελλάδα),2.0,0.0,1977-01-01,PRELIMINARY-Europe,Moskva,1977
Austria (Österreich),Malta,9.0,0.0,1977-01-01,PRELIMINARY-Europe,Salzburg,1977
Hungary (Magyarország),Soviet Union (СССР),2.0,1.0,1977-01-01,PRELIMINARY-Europe,Budapest,1977
Denmark (Danmark),Poland (Polska),1.0,2.0,1977-01-01,PRELIMINARY-Europe,København,1977
Yugoslavia (Југославија),Romania (România),0.0,2.0,1977-01-01,PRELIMINARY-Europe,Zagreb,1977
Greece (Ελλάδα),Soviet Union (СССР),1.0,0.0,1977-01-01,PRELIMINARY-Europe,Thessaloníkê,1977
Cyprus (Κύπρος),Poland (Polska),1.0,3.0,1977-01-01,PRELIMINARY-Europe,Lemesós,1977
Soviet Union (СССР),Hungary (Magyarország),2.0,0.0,1977-01-01,PRELIMINARY-Europe,Tbilisi,1977
Luxembourg (Lëtzebuerg),Finland (Suomi),0.0,1.0,1977-01-01,PRELIMINARY-Europe,Luxembourg,1977
Hungary (Magyarország),Greece (Ελλάδα),3.0,0.0,1977-01-01,PRELIMINARY-Europe,Budapest,1977
Bulgaria (България),Ireland (Éire),2.0,1.0,1977-01-01,PRELIMINARY-Europe,Sofija,1977
Guinea (Guinée),Tunisia (تونس),1.0,0.0,1977-01-01,PRELIMINARY-Africa,Conakry,1977
Finland (Suomi),Italy (Italia),0.0,3.0,1977-01-01,PRELIMINARY-Europe,Helsinki,1977
Sweden (Sverige),Switzerland (Schweiz / Suisse),2.0,1.0,1977-01-01,PRELIMINARY-Europe,Stockholm,1977
Iceland (Ísland),Northern Ireland (Ulster),1.0,0.0,1977-01-01,PRELIMINARY-Europe,Reykjavík,1977
Tunisia (تونس),Guinea (Guinée),3.0,1.0,1977-01-01,PRELIMINARY-Africa,Tunis,1977
Hong Kong (香港),Iran (ایران),0.0,2.0,1977-01-01,PRELIMINARY-As./O.,Hong Kong,1977
Hong Kong (香港),South Korea (한국),0.0,1.0,1977-01-01,PRELIMINARY-As./O.,Hong Kong,1977
South Korea (한국),Iran (ایران),0.0,0.0,1977-01-01,PRELIMINARY-As./O.,Pusan,1977
Brazil (Brasil),Peru (Perú),1.0,0.0,1977-01-01,PRELIMINARY-S.America,Cali,1977
Nigeria,Ivory Coast (Côte d'Ivoire),4.0,0.0,1977-01-01,PRELIMINARY-Africa,Lagos,1977
Australia,Hong Kong (香港),3.0,0.0,1977-01-01,PRELIMINARY-As./O.,Adelaide,1977
Brazil (Brasil),Bolivia,8.0,0.0,1977-01-01,PRELIMINARY-S.America,Cali,1977
Egypt (مصر),Zambia,2.0,0.0,1977-01-01,PRELIMINARY-Africa,Cairo,1977
Peru (Perú),Bolivia,5.0,0.0,1977-01-01,PRELIMINARY-S.America,Cali,1977
Ivory Coast (Côte d'Ivoire),Nigeria,2.0,2.0,1977-01-01,PRELIMINARY-Africa,Bouaké,1977
Zambia,Egypt (مصر),0.0,0.0,1977-01-01,PRELIMINARY-Africa,Lusaka,1977
Australia,Iran (ایران),0.0,1.0,1977-01-01,PRELIMINARY-As./O.,Melbourne,1977
Australia,South Korea (한국),2.0,1.0,1977-01-01,PRELIMINARY-As./O.,Sydney,1977
Netherlands (Nederland),Iceland (Ísland),4.0,1.0,1977-01-01,PRELIMINARY-Europe,Nijmegen,1977
Belgium (België),Iceland (Ísland),4.0,0.0,1977-01-01,PRELIMINARY-Europe,Bruxelles,1977
Norway (Norge),Sweden (Sverige),2.0,1.0,1977-01-01,PRELIMINARY-Europe,Oslo,1977
Poland (Polska),Denmark (Danmark),4.0,1.0,1977-01-01,PRELIMINARY-Europe,Chorzów,1977
Northern Ireland (Ulster),Iceland (Ísland),2.0,0.0,1977-01-01,PRELIMINARY-Europe,Belfast,1977
Scotland,Czechoslovakia (Československo),3.0,1.0,1977-01-01,PRELIMINARY-Europe,Glasgow,1977
Austria (Österreich),GDR (DDR / Ostdeutschland),1.0,1.0,1977-01-01,PRELIMINARY-Europe,Wien,1977
Tunisia (تونس),Nigeria,0.0,0.0,1977-01-01,PRELIMINARY-Africa,Tunis,1977
Hong Kong (香港),Kuwait (الكويت),1.0,3.0,1977-01-01,PRELIMINARY-As./O.,Hong Kong,1977
Guatemala,Surinam (Suriname),3.0,2.0,1977-01-01,PRELIMINARY-N/C.America,Monterrey,1977
El Salvador,Canada,2.0,1.0,1977-01-01,PRELIMINARY-N/C.America,Monterrey,1977
Nigeria,Egypt (مصر),4.0,0.0,1977-01-01,PRELIMINARY-Africa,Lagos,1977
Denmark (Danmark),Portugal,2.0,4.0,1977-01-01,PRELIMINARY-Europe,København,1977
Mexico (México),Haiti (Haïti),4.0,1.0,1977-01-01,PRELIMINARY-N/C.America,México D.F,1977
South Korea (한국),Kuwait (الكويت),1.0,0.0,1977-01-01,PRELIMINARY-As./O.,Seoul,1977
Luxembourg (Lëtzebuerg),England,0.0,2.0,1977-01-01,PRELIMINARY-Europe,Luxembourg,1977
GDR (DDR / Ostdeutschland),Austria (Österreich),1.0,1.0,1977-01-01,PRELIMINARY-Europe,Leipzig,1977
Northern Ireland (Ulster),Netherlands (Nederland),0.0,1.0,1977-01-01,PRELIMINARY-Europe,Belfast,1977
Ireland (Éire),Bulgaria (България),0.0,0.0,1977-01-01,PRELIMINARY-Europe,Dublin,1977
Wales (Cymru),Scotland,0.0,2.0,1977-01-01,PRELIMINARY-Europe,Liverpool,1977
Mexico (México),El Salvador,3.0,1.0,1977-01-01,PRELIMINARY-N/C.America,México D.F,1977
Canada,Surinam (Suriname),2.0,1.0,1977-01-01,PRELIMINARY-N/C.America,México D.F,1977
Haiti (Haïti),Guatemala,2.0,1.0,1977-01-01,PRELIMINARY-N/C.America,Monterrey,1977
Italy (Italia),Finland (Suomi),6.0,1.0,1977-01-01,PRELIMINARY-Europe,Torino,1977
Mexico (México),Surinam (Suriname),8.0,1.0,1977-01-01,PRELIMINARY-N/C.America,Monterrey,1977
Haiti (Haïti),El Salvador,1.0,0.0,1977-01-01,PRELIMINARY-N/C.America,México D.F,1977
Canada,Guatemala,2.0,1.0,1977-01-01,PRELIMINARY-N/C.America,México D.F,1977
Australia,Kuwait (الكويت),1.0,2.0,1977-01-01,PRELIMINARY-As./O.,Sydney,1977
Mexico (México),Guatemala,2.0,1.0,1977-01-01,PRELIMINARY-N/C.America,México D.F,1977
El Salvador,Surinam (Suriname),3.0,2.0,1977-01-01,PRELIMINARY-N/C.America,Monterrey,1977
Canada,Haiti (Haïti),1.0,1.0,1977-01-01,PRELIMINARY-N/C.America,Monterrey,1977
Egypt (مصر),Nigeria,3.0,1.0,1977-01-01,PRELIMINARY-Africa,Cairo,1977
Mexico (México),Canada,3.0,1.0,1977-01-01,PRELIMINARY-N/C.America,Monterrey,1977
Haiti (Haïti),Surinam (Suriname),1.0,0.0,1977-01-01,PRELIMINARY-N/C.America,México D.F,1977
Guatemala,El Salvador,2.0,2.0,1977-01-01,PRELIMINARY-N/C.America,México D.F,1977
South Korea (한국),Australia,0.0,0.0,1977-01-01,PRELIMINARY-As./O.,Seoul,1977
Netherlands (Nederland),Belgium (België),1.0,0.0,1977-01-01,PRELIMINARY-Europe,Amsterdam,1977
Spain (España),Romania (România),2.0,0.0,1977-01-01,PRELIMINARY-Europe,Madrid,1977
Iran (ایران),Kuwait (الكويت),1.0,0.0,1977-01-01,PRELIMINARY-As./O.,Tehran,1977
Poland (Polska),Portugal,1.0,1.0,1977-01-01,PRELIMINARY-Europe,Chorzów,1977
GDR (DDR / Ostdeutschland),Malta,9.0,0.0,1977-01-01,PRELIMINARY-Europe,Potsdam,1977
Hungary (Magyarország),Bolivia,6.0,0.0,1977-01-01,PRELIMINARY-Europe,Budapest,1977
Turkey (Türkiye),Austria (Österreich),0.0,1.0,1977-01-01,PRELIMINARY-Europe,İzmir,1977
Switzerland (Schweiz / Suisse),Norway (Norge),1.0,0.0,1977-01-01,PRELIMINARY-Europe,Bern,1977
Hong Kong (香港),Australia,2.0,5.0,1977-01-01,PRELIMINARY-As./O.,Hong Kong,1977
Kuwait (الكويت),South Korea (한국),2.0,2.0,1977-01-01,PRELIMINARY-As./O.,Kuwait,1977
Iran (ایران),South Korea (한국),2.0,2.0,1977-01-01,PRELIMINARY-As./O.,Tehran,1977
Nigeria,Tunisia (تونس),0.0,1.0,1977-01-01,PRELIMINARY-Africa,Lagos,1977
Kuwait (الكويت),Hong Kong (香港),4.0,0.0,1977-01-01,PRELIMINARY-As./O.,Kuwait,1977
Romania (România),Yugoslavia (Југославија),4.0,6.0,1977-01-01,PRELIMINARY-Europe,Bucureşti,1977
Portugal,Cyprus (Κύπρος),4.0,0.0,1977-01-01,PRELIMINARY-Europe,Faro,1977
England,Italy (Italia),2.0,0.0,1977-01-01,PRELIMINARY-Europe,London,1977
Turkey (Türkiye),GDR (DDR / Ostdeutschland),1.0,2.0,1977-01-01,PRELIMINARY-Europe,İzmir,1977
Northern Ireland (Ulster),Belgium (België),3.0,0.0,1977-01-01,PRELIMINARY-Europe,Belfast,1977
France,Bulgaria (България),3.0,1.0,1977-01-01,PRELIMINARY-Europe,Paris,1977
Czechoslovakia (Československo),Wales (Cymru),1.0,0.0,1977-01-01,PRELIMINARY-Europe,Praha,1977
Iran (ایران),Hong Kong (香港),3.0,0.0,1977-01-01,PRELIMINARY-As./O.,Tehran,1977
Kuwait (الكويت),Australia,1.0,0.0,1977-01-01,PRELIMINARY-As./O.,Kuwait,1977
Egypt (مصر),Tunisia (تونس),3.0,2.0,1977-01-01,PRELIMINARY-Africa,Cairo,1977
Iran (ایران),Australia,1.0,0.0,1977-01-01,PRELIMINARY-As./O.,Tehran,1977
Malta,Turkey (Türkiye),0.0,3.0,1977-01-01,PRELIMINARY-Europe,Valletta,1977
Yugoslavia (Југославија),Spain (España),0.0,1.0,1977-01-01,PRELIMINARY-Europe,Beograd,1977
Bolivia,Hungary (Magyarország),2.0,3.0,1977-01-01,PRELIMINARY-Europe,La_Paz,1977
Italy (Italia),Luxembourg (Lëtzebuerg),3.0,0.0,1977-01-01,PRELIMINARY-Europe,Roma,1977
Kuwait (الكويت),Iran (ایران),1.0,2.0,1977-01-01,PRELIMINARY-As./O.,Kuwait,1977
South Korea (한국),Hong Kong (香港),5.0,2.0,1977-01-01,PRELIMINARY-As./O.,Seoul,1977
Tunisia (تونس),Egypt (مصر),4.0,1.0,1977-01-01,PRELIMINARY-Africa,Tunis,1977
FRG (BRD / Westdeutschland),Poland (Polska),0.0,0.0,1978-01-01,GROUP_STAGE,Buenos Aires,1978
Italy (Italia),France,2.0,1.0,1978-01-01,GROUP_STAGE,Mar_del_Plata,1978
